0,0.0022285
1,0.0007652
2,0.0010871
3,0.0003097
4,0.0002308
5,0.0003507
6,0.0003716
7,0.0006125
8,0.0010371
9,0.0002078
10,0.0003888
11,0.0003067
12,0.0003097
13,0.0003426
14,0.0002894
15,0.0004902
16,0.0002558
17,0.0003568
18,0.0002435
19,0.000229
20,0.0002223
21,0.0002216
22,0.0002433
23,0.0002214
24,0.0002254
25,0.0002224
26,0.0002466
27,0.0002498
28,0.0002798
29,0.0002456
30,0.0003392
31,0.0002306
32,0.0002446
33,0.0002829
34,0.0004011
35,0.0002562
36,0.0003975
37,0.0008381
38,0.0002593
39,0.0002377
40,0.0002373
41,0.000249
42,0.0007244
43,0.0002713
44,0.0003093
45,0.0003351
46,0.000223
47,0.0002232
48,0.0002222
49,0.000232
50,0.0002219
51,0.0002217
52,0.0002243
53,0.0002204
54,0.0002387
55,0.0002201
56,0.000259
57,0.0002085
58,0.0002349
59,0.000217
60,0.0002418
61,0.0002273
62,0.0002763
63,0.0002566
64,0.0002417
65,0.0002333
66,0.0002196
67,0.0002316
68,0.0002239
69,0.0002178
70,0.0002174
71,0.0002355
72,0.0002246
73,0.0002171
74,0.0002151
75,0.0002409
76,0.0002158
77,0.0002303
78,0.0002297
79,0.0002141
80,0.0002745
81,0.0002151
82,0.0002358
83,0.0002203
84,0.000257
85,0.0002361
86,0.0002379
87,0.0002351
88,0.0002339
89,0.0002735
90,0.0002204
91,0.0002341
92,0.0002965
93,0.0003156
94,0.0002727
95,0.0002809
96,0.0002302
97,0.0002334
98,0.0002394
99,0.0002187
100,0.0002351
101,0.0002743
102,0.0003021
103,0.000418
104,0.0003103
105,0.0013488
106,0.0004139
107,0.0004112
108,0.0003942
109,0.0003706
110,0.000392
111,0.0003411
112,0.0003133
113,0.0003264
114,0.0002542
115,0.0002831
116,0.0002476
117,0.0002645
118,0.0002536
119,0.0002289
120,0.0002434
121,0.0002661
122,0.000284
123,0.0002472
124,0.0002196
125,0.0002306
126,0.0002375
127,0.0002586
128,0.0002183
129,0.0003692
130,0.0004213
131,0.0003781
132,0.0003624
133,0.0002226
134,0.000224
135,0.000248
136,0.0002343
137,0.0002231
138,0.0002339
139,0.0002385
140,0.0002251
141,0.0002211
142,0.0002156
143,0.0002255
144,0.0002214
145,0.0002166
146,0.0002184
147,0.0002178
148,0.0002516
149,0.0002536
150,0.0002282
151,0.0002291
152,0.0002288
153,0.0003008
154,0.0004321
155,0.0002609
156,0.0004632
157,0.0003551
158,0.0002406
159,0.0002367
160,0.0002468
161,0.0002216
162,0.0002169
163,0.0002182
164,0.0002424
165,0.0002159
166,0.0002153
167,0.0002267
168,0.0002589
169,0.0002381
170,0.0002384
171,0.0002627
172,0.0002814
173,0.0003415
174,0.0002368
175,0.0002387
176,0.0002361
177,0.0002592
178,0.0002885
179,0.000238
180,0.0002353
181,0.0002551
182,0.0002364
183,0.0002391
184,0.0002573
185,0.0002356
186,0.0002544
187,0.0002366
188,0.0002325
189,0.0002809
190,0.000302
191,0.0002325
192,0.0004639
193,0.0002688
194,0.0002255
195,0.0002242
196,0.0002222
197,0.0002197
198,0.0002234
199,0.0002334
200,0.0002415
201,0.0002205
202,0.0002195
203,0.0002328
204,0.0002344
205,0.0002152
206,0.0002202
207,0.0002181
208,0.0002138
209,0.0002147
210,0.0002153
211,0.0002145
212,0.0002444
213,0.0002567
214,0.0002941
215,0.0002285
216,0.0005465
217,0.0004466
218,0.0004753
219,0.0004739
220,0.0004782
221,0.0003183
222,0.0002926
223,0.0002432
224,0.0002458
225,0.0002518
226,0.0002393
227,0.0002373
228,0.0003114
229,0.0003212
230,0.0003101
231,0.0003092
232,0.0002296
233,0.0002726
234,0.0003142
235,0.0002426
236,0.0002295
237,0.0002241
238,0.000254
239,0.0002327
240,0.0002294
241,0.0002292
242,0.0002296
243,0.0002162
244,0.0002243
245,0.0002214
246,0.000229
247,0.0002462
248,0.0002248
