0,0.0014228,,Before changing collision to  using square distance
1,0.0003884,,
2,0.0001865,,
3,0.0019759,,
4,0.000135,,
5,0.0007163,,
6,0.0010527,,
7,0.0001261,,
8,0.0003174,,
9,0.0003223,,
10,0.0003521,,
11,0.0002996,,
12,0.0002812,,
13,0.0002578,,
14,0.0002956,,
15,0.0004743,,
16,0.0003382,,
17,0.0003732,,
18,0.0002361,,
19,0.0002396,,
20,0.0002777,,
21,0.0003371,,
22,0.0002788,,
23,0.0002765,,
24,0.0002966,,
25,0.000296,,
26,0.0002354,,
27,0.0002288,,
28,0.00024,,
29,0.0002276,,
30,0.0002502,,
31,0.0002189,,
32,0.00023,,
33,0.000228,,
34,0.0002457,,
35,0.0002284,,
36,0.0003558,,
37,0.000566,,
38,0.0002207,,
39,0.000242,,
40,0.000231,,
41,0.0002382,,
42,0.0002685,,
43,0.0002255,,
44,0.0002267,,
45,0.0002252,,
46,0.0002369,,
47,0.0002252,,
48,0.0002296,,
49,0.000226,,
50,0.0002435,,
51,0.0002324,,
52,0.0002298,,
53,0.0002221,,
54,0.0002272,,
55,0.0002309,,
56,0.0002234,,
57,0.0002214,,
58,0.0002338,,
59,0.00021,,
60,0.0003966,,
61,0.0002693,,
62,0.0006356,,
63,0.0003009,,
64,0.0003579,,
65,0.000325,,
66,0.0005348,,
67,0.0003315,,
68,0.0003143,,
69,0.0003125,,
70,0.0003129,,
71,0.0002839,,
72,0.0002537,,
73,0.0003164,,
74,0.0003713,,
75,0.0004439,,
76,0.000302,,
77,0.0004071,,
78,0.0003674,,
79,0.0003,,
80,0.000298,,
81,0.0002913,,
82,0.0002583,,
83,0.0002631,,
84,0.0002434,,
85,0.000237,,
86,0.0002795,,
87,0.0002414,,
88,0.0002414,,
89,0.0002378,,
90,0.0002365,,
91,0.0002269,,
92,0.0002427,,
93,0.0002255,,
94,0.0002338,,
95,0.0002389,,
96,0.0002355,,
97,0.0002329,,
98,0.0002678,,
99,0.0002358,,
100,0.0002283,,
101,0.000239,,
102,0.0002378,,
103,0.0002608,,
104,0.0002485,,
105,0.0002314,,
106,0.000239,,
107,0.0002995,,
108,0.0002386,,
109,0.0002349,,
110,0.0002617,,
111,0.0002315,,
112,0.0002315,,
113,0.0002166,,
114,0.0002602,,
115,0.0002741,,
116,0.0002409,,
117,0.0003352,,
118,0.0008366,,
119,0.0003365,,
120,0.0003534,,
121,0.0003255,,
122,0.0004852,,
123,0.0004044,,
124,0.0003117,,
125,0.0003092,,
126,0.0003117,,
127,0.0003226,,
128,0.0003063,,
129,0.0003063,,
130,0.0003303,,
131,0.0003157,,
132,0.0003094,,
133,0.0003141,,
134,0.0003029,,
135,0.0002646,,
136,0.0002589,,
137,0.0002324,,
138,0.0002299,,
139,0.0002238,,
140,0.0002307,,
141,0.0002364,,
142,0.000221,,
143,0.0002272,,
144,0.0002333,,
145,0.0002372,,
146,0.0002263,,
147,0.000227,,
148,0.0002362,,
149,0.0002431,,
150,0.0002267,,
151,0.0002277,,
152,0.0002252,,
153,0.0002292,,
154,0.0003253,,
155,0.0002711,,
156,0.0002372,,
157,0.000247,,
158,0.0002543,,
159,0.0002293,,
160,0.0002302,,
161,0.000256,,
162,0.0002447,,
163,0.0002573,,
164,0.0002741,,
165,0.0002405,,
166,0.0002383,,
167,0.0002148,,
168,0.0002455,,
169,0.0002953,,
170,0.0002456,,
171,0.0004798,,
172,0.0004277,,
173,0.0002492,,
174,0.0002397,,
175,0.0003351,,
176,0.000319,,
177,0.0002679,,
178,0.0003199,,
179,0.0002544,,
180,0.0002633,,
181,0.0002211,,
182,0.0003843,,
183,0.0004554,,
184,0.0003675,,
185,0.0003039,,
186,0.0002579,,
187,0.0003077,,
188,0.0003212,,
189,0.0002759,,
190,0.000306,,
191,0.0003396,,
192,0.0003025,,
193,0.0003298,,
194,0.0003246,,
195,0.0003498,,
196,0.0002348,,
197,0.0002308,,
198,0.0002212,,
199,0.0002413,,
200,0.0002174,,
201,0.0002145,,
202,0.0002106,,
203,0.0002238,,
204,0.0002223,,
205,0.0002315,,
206,0.0002067,,
207,0.0002236,,
208,0.000268,,
209,0.0002604,,
210,0.0002438,,
211,0.000242,,
212,0.0002391,,
213,0.0002537,,
214,0.0003012,,
215,0.0002469,,
216,0.0002415,,
217,0.0002473,,
218,0.0002596,,
219,0.0002417,,
220,0.0002494,,
221,0.0002506,,
222,0.0002428,,
223,0.0002565,,
224,0.0002414,,
225,0.0005606,,
226,0.0003649,,
227,0.0003056,,
228,0.0002416,,
229,0.0002777,,
230,0.0003934,,
231,0.0003066,,
232,0.0002977,,
233,0.0002532,,
234,0.0002261,,
235,0.000435,,
236,0.0003559,,
237,0.0003431,,
238,0.0003382,,
239,0.0003842,,
240,0.000551,,
241,0.0004312,,
242,0.0002799,,
243,0.0002677,,
244,0.0002659,,
245,0.0003462,,
246,0.0003363,,
247,0.0003245,,
248,0.0003582,,
249,0.0003507,,
250,0.0003019,,
251,0.0002814,,
252,0.0002994,,
253,0.0002705,,
254,0.0002936,,
255,0.0002759,,
256,0.0002726,,
257,0.0003016,,
258,0.0002391,,
259,0.0002651,,
260,0.0002539,,
261,0.0002604,,
262,0.0002727,,
263,0.0002823,,
